Summary output file for CONGO-2D

Definition of terms:
Stream Thrust = Mdot*Vel + Pexit*Aexit
Gross Thrust = Mdot*Vel + Pexit*Aexit - Pamb*Aexit
Stream Thrust = Gross Thrust when Pamb = 0 (vacuum)
Cfg = Nozzle Thrust Coefficient (Gross Isp/Ideal Isp)
C* = Characteristic Exhaust Velocity
CD = Discharge coefficient: Massflow 2D/ Massflow 1D
1D = Assumes input are axial
2D = Uses actual flow angles in calculation

Input parameters
R*  = Throat Radius (in)

Nozzle Type: Perfect Nozzle

Nozzle Geometry:	Axisymmetric Nozzle
Design Parameter:	Exit Mach Number = 3.5
Throat Geometry created by two arcs of given radii.
Upstream Radius/R*:	1
Downstream Radius/R*:	1

Thermodynamic Inputs
Total Pressure (psia):	500
Total Temperature (R):	530
Gamma:	1.4
Molecular Weight:	28.96
Ambient Pressure (psia):	0

MOC Grid Parameters
Number of characteristic lines at the nozzle throat:	101
Maximum allowable angle between characteristics along wall (deg):	0.5
Number of RRCs to calculate above KERNEL (50-100):	100

The Initial Data Line is where the MOC calculation begins.
Its based on the upstream radius of curvature and gamma.
It is solved for using a method developed
by Kliegel and Levine. This method is based on a method
developed by Hall. Hall used cylindrical coordinates (R)
This method uses toroid coordinates (R+1). This method
does better for small upstream radii.

Initial Data Line (Throat)

I	X/R*	R/R*	Mach	Flow Angle(deg)	Pres.(psia)	Temp.(R)	Den.(slug/ft3)	Gamma	Mass Flow(lbm/s)
73	1.21538	1.32652	2.09865	16.9293	54.7918	281.785	0.0163127	1.4	35.9981	0.75367
74	1.2988	1.35181	2.12702	16.7938	52.4159	278.238	0.0158042	1.4	35.9981	0.753657
75	1.38397	1.37739	2.15506	16.6419	50.1672	274.774	0.0153169	1.4	35.9981	0.753667
76	1.4708	1.40322	2.18158	16.5063	48.1282	271.536	0.0148696	1.4	35.9981	0.75367
77	1.55912	1.42929	2.20675	16.3836	46.2694	268.497	0.0144571	1.4	35.9981	0.75367
78	1.64885	1.45555	2.23193	16.2393	44.481	265.49	0.0140557	1.4	35.9981	0.753671
79	1.73998	1.48196	2.25706	16.0767	42.7658	262.524	0.0136664	1.4	35.9981	0.753672
80	1.83248	1.50846	2.28209	15.8979	41.1228	259.602	0.0132893	1.4	35.9981	0.753673
81	1.92633	1.535	2.30734	15.6964	39.5296	256.688	0.0129195	1.4	35.9981	0.75367
82	2.02152	1.56156	2.33259	15.4789	37.9988	253.807	0.0125601	1.4	35.9981	0.753672
83	2.11804	1.58809	2.3576	15.2528	36.5419	250.988	0.0122142	1.4	35.9981	0.75367
84	2.21589	1.61455	2.38225	15.0215	35.1609	248.241	0.0118827	1.4	35.9981	0.753671
85	2.31504	1.64093	2.40712	14.7721	33.8215	245.501	0.0115576	1.4	35.9981	0.753671
86	2.41548	1.66718	2.43156	14.5213	32.556	242.841	0.011247	1.4	35.9981	0.753673
87	2.51723	1.69329	2.4558	14.2643	31.3489	240.234	0.0109475	1.4	35.9981	0.753673
88	2.62026	1.71923	2.48013	13.9947	30.1828	237.646	0.0106551	1.4	35.9981	0.753673
89	2.72457	1.74496	2.50395	13.7278	29.0846	235.142	0.0103767	1.4	35.9981	0.753672
90	2.83021	1.77048	2.52886	13.4269	27.9801	232.556	0.0100937	1.4	35.9981	0.753673
91	2.93713	1.79575	2.5514	13.1725	27.0178	230.242	0.00984447	1.4	35.9981	0.753673
92	3.04524	1.8208	2.57338	12.9229	26.1122	228.01	0.00960764	1.4	35.9981	0.753672
93	3.15451	1.84562	2.59525	12.6685	25.2424	225.814	0.00937795	1.4	35.9981	0.753653
94	3.26497	1.87018	2.61728	12.4037	24.3968	223.626	0.00915246	1.4	35.9981	0.753647
95	3.37664	1.89445	2.63972	12.1234	23.5655	221.422	0.00892859	1.4	35.998	0.753613
96	3.48955	1.91841	2.6627	11.8253	22.7446	219.19	0.00870532	1.4	35.998	0.753394
97	3.60386	1.94202	2.68604	11.5143	21.9412	216.95	0.00848456	1.4	35.998	0.753625
98	3.71944	1.96524	2.70889	11.2092	21.1836	214.782	0.00827424	1.4	35.9979	0.753288
99	3.83648	1.98812	2.73143	10.9066	20.4628	212.668	0.00807216	1.4	35.998	0.75363
100	3.95472	2.01059	2.7532	10.6161	19.7912	210.65	0.00788201	1.4	35.998	0.75339
101	4.07438	2.03271	2.77458	10.3301	19.1538	208.689	0.00769984	1.4	35.9981	0.753664
102	4.19506	2.0544	2.79572	10.0447	18.5448	206.772	0.00752418	1.4	35.9979	0.753268
103	4.31728	2.07574	2.81672	9.75968	17.9602	204.888	0.00735399	1.4	35.9981	0.753637
104	4.44071	2.09666	2.83719	9.4819	17.4088	203.07	0.00719199	1.4	35.9981	0.753652
105	4.56533	2.11716	2.85743	9.20562	16.8811	201.293	0.0070356	1.4	35.998	0.753628
106	4.69124	2.13726	2.87735	8.93307	16.3784	199.561	0.00688531	1.4	35.998	0.753631
107	4.81835	2.15693	2.89691	8.6647	15.8999	197.878	0.00674102	1.4	35.998	0.753582
108	4.94678	2.17619	2.91631	8.39711	15.44	196.225	0.00660116	1.4	35.9981	0.753652
109	5.07638	2.19502	2.93528	8.13552	15.004	194.626	0.00646745	1.4	35.9981	0.753673
110	5.20708	2.21341	2.95399	7.8763	14.5866	193.063	0.00633843	1.4	35.998	0.753599
111	5.33916	2.23137	2.97247	7.61974	14.1865	191.535	0.00621376	1.4	35.998	0.753628
112	5.47235	2.24889	2.99059	7.36771	13.8054	190.051	0.00609407	1.4	35.998	0.75353
113	5.60673	2.26597	3.00846	7.11848	13.4403	188.601	0.00597851	1.4	35.998	0.753607
114	5.74242	2.28262	3.02608	6.87225	13.0904	187.185	0.0058669	1.4	35.998	0.753633
115	5.87916	2.29881	3.04333	6.63066	12.7569	185.81	0.00575976	1.4	35.998	0.753472
116	6.01704	2.31455	3.06032	6.39237	12.4376	184.469	0.0056564	1.4	35.998	0.753545
117	6.15634	2.32986	3.07713	6.15598	12.1299	183.153	0.00555608	1.4	35.998	0.753633
118	6.29667	2.34471	3.09359	5.92432	11.8365	181.877	0.00545978	1.4	35.9981	0.75365
119	6.43814	2.3591	3.10977	5.69608	11.5555	180.632	0.00536686	1.4	35.9981	0.753672
120	6.58068	2.37304	3.12563	5.47216	11.287	179.423	0.0052775	1.4	35.9981	0.753662
121	6.72438	2.38653	3.14122	5.25147	11.0294	178.244	0.00519119	1.4	35.9981	0.753649
122	6.86922	2.39956	3.15654	5.03443	10.7826	177.095	0.00510795	1.4	35.9981	0.753639
123	7.01515	2.41214	3.17156	4.82121	10.5463	175.977	0.00502772	1.4	35.998	0.753603
124	7.16222	2.42428	3.18633	4.61114	10.3193	174.886	0.00495017	1.4	35.9981	0.753665
125	7.31035	2.43595	3.20079	4.4052	10.1021	173.827	0.00487554	1.4	35.9981	0.753654
126	7.45955	2.44718	3.21497	4.20291	9.89392	172.796	0.00480356	1.4	35.9981	0.753642
127	7.60979	2.45796	3.22885	4.00457	9.69462	171.794	0.00473424	1.4	35.998	0.753572
128	7.76106	2.46829	3.24243	3.81014	9.50375	170.821	0.00466748	1.4	35.998	0.75362
129	7.91354	2.47819	3.25581	3.61827	9.31967	169.869	0.00460272	1.4	35.9981	0.753641
130	8.06698	2.48764	3.26887	3.43058	9.14365	168.946	0.00454046	1.4	35.9981	0.753653
131	8.22142	2.49665	3.28163	3.2469	8.97515	168.05	0.00448054	1.4	35.9981	0.753672
132	8.37655	2.50521	3.29394	3.06915	8.81568	167.192	0.00442353	1.4	35.998	0.753494
133	8.53305	2.51336	3.30617	2.89241	8.66038	166.345	0.00436772	1.4	35.9981	0.753637
134	8.69055	2.52107	3.31811	2.71951	8.5116	165.523	0.004314	1.4	35.9981	0.753648
135	8.84892	2.52836	3.32971	2.55102	8.36962	164.73	0.00426247	1.4	35.9981	0.753651
136	9.00827	2.53523	3.34104	2.38611	8.23343	163.959	0.00421281	1.4	35.9981	0.753673
137	9.16842	2.54168	3.352	2.22617	8.10399	163.219	0.0041654	1.4	35.9981	0.753667
138	9.32948	2.54772	3.36266	2.07017	7.98019	162.502	0.00411985	1.4	35.9981	0.753639
139	9.4916	2.55336	3.37311	1.91688	7.86077	161.804	0.00407572	1.4	35.9981	0.75366
140	9.6545	2.5586	3.38321	1.7683	7.74723	161.133	0.00403358	1.4	35.9981	0.753672
141	9.81821	2.56345	3.39296	1.62427	7.63919	160.487	0.00399332	1.4	35.9981	0.753664
142	9.9828	2.56791	3.40243	1.48406	7.5359	159.864	0.00395468	1.4	35.9981	0.753657
143	10.1482	2.572	3.41158	1.34814	7.43753	159.265	0.00391774	1.4	35.998	0.753632
144	10.3143	2.57572	3.42036	1.21719	7.34443	158.693	0.00388264	1.4	35.9981	0.75364
145	10.4815	2.57908	3.42898	1.08849	7.25434	158.135	0.00384856	1.4	35.9981	0.753661
146	10.6493	2.58209	3.4372	0.965043	7.16942	157.603	0.00381633	1.4	35.9981	0.753673
147	10.8177	2.58475	3.44502	0.847179	7.08972	157.101	0.00378598	1.4	35.9981	0.75367
148	10.9869	2.58708	3.45251	0.733784	7.01424	156.621	0.00375714	1.4	35.9981	0.753666
149	11.1566	2.5891	3.45957	0.626284	6.94383	156.17	0.00373017	1.4	35.998	0.753625
150	11.3271	2.59081	3.46626	0.524106	6.87793	155.745	0.00370485	1.4	35.998	0.753634
151	11.4985	2.59222	3.4729	0.422554	6.81314	155.325	0.00367988	1.4	35.9981	0.753673
152	11.6702	2.59335	3.47884	0.330919	6.75573	154.95	0.00365771	1.4	35.9981	0.753672
153	11.8424	2.59422	3.48437	0.245216	6.70277	154.602	0.0036372	1.4	35.9981	0.753671
154	12.0153	2.59484	3.48941	0.16669	6.65489	154.285	0.00361863	1.4	35.9981	0.753671
155	12.1886	2.59523	3.49389	0.0965099	6.61265	154.005	0.0036022	1.4	35.9981	0.753671
156	12.3623	2.59543	3.49751	0.0393517	6.57866	153.778	0.00358897	1.4	35.9981	0.753671
157	12.5363	2.59548	3.5	0	6.55546	153.623	0.00357992	1.4	35.9981	0.753673


Nozzle Summary
Throat Radius R* (in):	1.000
Nozzle Length/R*:	12.5363
Expansion Ratio:	6.73651
Exit Area (in2):	21.1634
Surface Area (in2):	170.836

Nozzle Exit Plane Data
J	X/R*	R/R*	Mach	Theta(deg)	P(psia)	T(R)	Velocity(ft/s)	Density(slug/ft3)	Gamma	Mass Flow (lbm/s)	Stream Thrust(lbf)
106	12.5363	0	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	0	0
107	12.5363	0	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	0	0
108	12.5363	0.0519096	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	0.0143992	1.00722
109	12.5363	0.103819	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	0.0575969	4.02888
110	12.5363	0.155729	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	0.129593	9.06498
111	12.5363	0.207638	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	0.230388	16.1155
112	12.5363	0.259548	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	0.359981	25.1805
113	12.5363	0.311457	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	0.518372	36.2599
114	12.5363	0.363367	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	0.705562	49.3538
115	12.5363	0.415277	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	0.92155	64.4621
116	12.5363	0.467186	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	1.16634	81.5849
117	12.5363	0.519096	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	1.43992	100.722
118	12.5363	0.571005	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	1.74231	121.874
119	12.5363	0.622915	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	2.07349	145.04
120	12.5363	0.674824	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	2.43347	170.22
121	12.5363	0.726734	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	2.82225	197.415
122	12.5363	0.778644	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	3.23983	226.625
123	12.5363	0.830553	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	3.6862	257.848
124	12.5363	0.882463	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	4.16138	291.087
125	12.5363	0.934372	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	4.66535	326.339
126	12.5363	0.986282	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	5.19812	363.607
127	12.5363	1.03819	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	5.75969	402.888
128	12.5363	1.0901	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	6.35006	444.184
129	12.5363	1.14201	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	6.96923	487.495
130	12.5363	1.19392	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	7.61719	532.82
131	12.5363	1.24583	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	8.29395	580.159
132	12.5363	1.29774	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	8.99952	629.513
133	12.5363	1.34965	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	9.73388	680.881
134	12.5363	1.40156	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	10.497	734.264
135	12.5363	1.45347	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	11.289	789.661
136	12.5363	1.50538	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	12.1097	847.072
137	12.5363	1.55729	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	12.9593	906.498
138	12.5363	1.6092	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	13.8377	967.939
139	12.5363	1.66111	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	14.7448	1031.39
140	12.5363	1.71302	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	15.6808	1096.86
141	12.5363	1.76493	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	16.6455	1164.35
142	12.5363	1.81683	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	17.6391	1233.85
143	12.5363	1.86874	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	18.6614	1305.36
144	12.5363	1.92065	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	19.7125	1378.88
145	12.5363	1.97256	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	20.7925	1454.43
146	12.5363	2.02447	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	21.9012	1531.98
147	12.5363	2.07638	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	23.0388	1611.55
148	12.5363	2.12829	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	24.2051	1693.14
149	12.5363	2.1802	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	25.4002	1776.74
150	12.5363	2.23211	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	26.6242	1862.35
151	12.5363	2.28402	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	27.8769	1949.98
152	12.5363	2.33593	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	29.1584	2039.62
153	12.5363	2.38784	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	30.4688	2131.28
154	12.5363	2.43975	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	31.8079	2224.95
155	12.5363	2.49166	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	33.1758	2320.64
156	12.5363	2.54357	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	34.5725	2418.34
157	12.5363	2.59548	3.5	0	6.55546	153.623	2126.56	0.00357992	1.4	35.9981	2518.05

Exit Mach at wall:	3.5
Exit Mach at centerline:	3.5
Massflow (lbm/s):	35.9981
Stream Thrust (lbf):	2518.05
Isp (lbf-s/lbm):	69.9496
Ideal Isp (lbf-s/lbm:	100
Cfg:	0.699496
% diffence in initial and exit mass flow:	0.753673

All of the MOC data can be found in the file MOC_Grid.out
The Streamlines can be found in SL.out
The centerline data can be found in center.out
